transaction_id,payout_batch_id,reference,date,amount,currency,payee,description,source_status
TXN-100567,BATCH-1022,REF-808502,2026-01-29,14062.18,EUR,Ramsey-Caldwell,Vendor payout,approved
TXN-100568,BATCH-1022,REF-630374,2026-04-17,5127.23,EUR,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-100569,BATCH-1022,REF-636362,2026-01-22,4640.58,GBP,Esparza-Carroll,Vendor payout,approved
TXN-100570,BATCH-1022,REF-691616,2026-01-16,3725.46,EUR,Farrell-Willis,Vendor payout,approved
TXN-100571,BATCH-1022,REF-840530,2026-02-14,12528.44,GBP,Kirk-Morales,Vendor payout,approved
TXN-100572,BATCH-1022,REF-842916,2026-03-15,9428.66,EUR,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100573,BATCH-1022,REF-896822,2026-02-11,12498.36,GBP,Moore LLC,Vendor payout,approved
TXN-100574,BATCH-1022,REF-282522,2026-04-29,11052.17,EUR,"Savage, Garcia and Robinson",Vendor payout,approved
TXN-100575,BATCH-1023,REF-134853,2026-01-27,15737.16,GBP,Li-Martinez,Vendor payout,approved
TXN-100576,BATCH-1023,REF-170416,2026-04-13,15471.51,GBP,Elliott-Wallace,Vendor payout,approved
TXN-100577,BATCH-1023,REF-475290,2026-04-01,23058.78,EUR,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-100578,BATCH-1023,REF-373553,2026-02-23,16339.47,USD,"Taylor, Zavala and Bates",Vendor payout,approved
TXN-100579,BATCH-1023,REF-678211,2026-04-24,23748.95,GBP,Cochran Inc,Vendor payout,approved
TXN-100580,BATCH-1023,REF-605595,2026-03-12,17056.48,GBP,Li-Jones,Vendor payout,approved
TXN-100581,BATCH-1023,REF-889125,2026-04-06,14725.72,USD,"Howard, Russo and Smith",Vendor payout,approved
TXN-100582,BATCH-1023,REF-180534,2026-03-26,15162.94,EUR,Phillips-Wyatt,Vendor payout,approved
TXN-100583,BATCH-1023,REF-667719,2026-03-31,13182.93,EUR,Mccoy Ltd,Vendor payout,approved
TXN-100584,BATCH-1023,REF-901313,2026-03-25,920.8,USD,Rhodes Ltd,Vendor payout,approved
TXN-100585,BATCH-1023,REF-293385,2026-02-18,11114.39,USD,"Peterson, Hood and Arroyo",Vendor payout,approved
TXN-100586,BATCH-1023,REF-214515,2026-04-14,21646.91,GBP,Welch-Peck,Vendor payout,approved
TXN-100587,BATCH-1023,REF-362073,2026-01-11,7035.49,GBP,Vincent-Mcclure,Vendor payout,approved
TXN-100588,BATCH-1023,REF-138801,2026-03-01,11581.54,EUR,"Garza, Barker and Maddox",Vendor payout,approved
TXN-100589,BATCH-1023,REF-747966,2026-01-19,3202.38,GBP,Bryant LLC,Vendor payout,approved
TXN-100590,BATCH-1023,REF-214466,2026-02-14,13522.52,USD,Rodriguez LLC,Vendor payout,approved
TXN-100591,BATCH-1023,REF-408347,2026-03-02,8391.27,EUR,Dudley Ltd,Vendor payout,approved
TXN-100592,BATCH-1023,REF-899656,2026-02-18,20772.4,USD,Schneider Ltd,Vendor payout,approved
TXN-100593,BATCH-1023,REF-904932,2026-04-13,22778.96,EUR,Jenkins-Henderson,Vendor payout,approved
TXN-100594,BATCH-1023,REF-696998,2026-01-30,15140.33,EUR,Gonzalez Inc,Vendor payout,approved
TXN-100595,BATCH-1023,REF-226656,2026-01-22,22499.31,EUR,"Robinson, Bauer and Brown",Vendor payout,approved
TXN-100596,BATCH-1023,REF-830782,2026-02-21,22608.9,EUR,"Hernandez, Wade and Rodriguez",Vendor payout,approved
TXN-100597,BATCH-1023,REF-600281,2026-04-07,18523.92,EUR,Zimmerman and Sons,Vendor payout,approved
TXN-100598,BATCH-1023,REF-691534,2026-01-07,5825.78,EUR,"Wilson, Robertson and Gonzalez",Vendor payout,approved
TXN-100599,BATCH-1023,REF-464218,2026-01-13,14389.07,GBP,Davis PLC,Vendor payout,approved
TXN-100600,BATCH-1024,REF-937803,2026-03-10,708.07,USD,Stone and Sons,Vendor payout,approved
TXN-100601,BATCH-1024,REF-867173,2026-02-05,12344.06,USD,Elliott-Wallace,Vendor payout,approved
TXN-100602,BATCH-1024,REF-839354,2026-01-13,22309.51,USD,"Gray, Williams and Weaver",Vendor payout,approved
TXN-100603,BATCH-1024,REF-620855,2026-04-04,11766.13,EUR,"Russell, Scott and Ramsey",Vendor payout,approved
TXN-100604,BATCH-1024,REF-288811,2026-03-26,15951.92,EUR,Wilson and Sons,Vendor payout,approved
TXN-100605,BATCH-1024,REF-284753,2026-01-15,8151.79,GBP,"Nguyen, Williams and Smith",Vendor payout,approved
TXN-100606,BATCH-1024,REF-909289,2026-03-13,22248.02,EUR,Roach and Sons,Vendor payout,approved
TXN-100607,BATCH-1024,REF-917419,2026-01-27,5552.22,USD,Wilson Group,Vendor payout,approved
TXN-100608,BATCH-1024,REF-661483,2026-02-16,16381.92,GBP,Kirk-Morales,Vendor payout,approved
TXN-100609,BATCH-1024,REF-517267,2026-03-06,21140.91,GBP,"Nelson, Bowers and Cooper",Vendor payout,approved
TXN-100610,BATCH-1024,REF-115457,2026-01-03,1870.41,GBP,Kirk-Henson,Vendor payout,approved
TXN-100611,BATCH-1024,REF-494873,2026-03-02,2514.49,GBP,Young-Hudson,Vendor payout,approved
TXN-100612,BATCH-1024,REF-908667,2026-02-20,11320.45,GBP,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-100613,BATCH-1024,REF-858154,2026-03-08,3554.73,GBP,Davis PLC,Vendor payout,approved
TXN-100614,BATCH-1024,REF-428221,2026-03-05,18882.07,EUR,Prince-Martinez,Vendor payout,approved
TXN-100615,BATCH-1024,REF-544787,2026-04-24,21746.99,USD,"Bates, Diaz and Lowe",Vendor payout,approved
TXN-100616,BATCH-1024,REF-648668,2026-02-07,14106.16,USD,Roberts LLC,Vendor payout,approved
TXN-100617,BATCH-1024,REF-426988,2026-01-01,4501.16,EUR,Smith and Sons,Vendor payout,approved
TXN-100618,BATCH-1024,REF-546867,2026-04-16,23198.79,EUR,"Rodriguez, Sutton and Santiago",Vendor payout,approved
TXN-100619,BATCH-1024,REF-776153,2026-03-17,14102.4,USD,Pena Inc,Vendor payout,approved
TXN-100620,BATCH-1024,REF-181566,2026-02-11,3604.75,EUR,Joseph Group,Vendor payout,approved
TXN-100621,BATCH-1024,REF-181998,2026-03-09,7811.25,GBP,Washington-West,Vendor payout,approved
TXN-100622,BATCH-1024,REF-483450,2026-04-21,16311.0,USD,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-100623,BATCH-1024,REF-113625,2026-03-06,2375.36,EUR,Kim Group,Vendor payout,approved
TXN-100624,BATCH-1024,REF-282212,2026-03-04,24930.86,GBP,Allen-Taylor,Vendor payout,approved
TXN-100625,BATCH-1025,REF-202210,2026-02-10,1424.8,GBP,Roach and Sons,Vendor payout,approved
TXN-100626,BATCH-1025,REF-302312,2026-01-09,10424.06,GBP,Roach and Sons,Vendor payout,approved
TXN-100627,BATCH-1025,REF-830115,2026-04-18,2964.92,EUR,"George, Lewis and Mitchell",Vendor payout,approved
TXN-100628,BATCH-1025,REF-977981,2026-02-09,2054.84,GBP,Zimmerman Group,Vendor payout,approved
TXN-100629,BATCH-1025,REF-371952,2026-02-07,6838.17,USD,"Curry, Wolfe and Ramirez",Vendor payout,approved
TXN-100630,BATCH-1025,REF-950299,2026-03-24,24844.05,EUR,Pierce Inc,Vendor payout,approved
TXN-100631,BATCH-1025,REF-691155,2026-02-17,11893.37,EUR,"Fox, Hernandez and Ryan",Vendor payout,approved
TXN-100632,BATCH-1025,REF-888576,2026-01-24,7674.23,EUR,Prince-Martinez,Vendor payout,approved
TXN-100633,BATCH-1025,REF-541435,2026-01-14,1027.22,USD,"Owens, Peters and White",Vendor payout,approved
TXN-100634,BATCH-1025,REF-931377,2026-02-09,19719.52,USD,Anderson LLC,Vendor payout,approved
TXN-100635,BATCH-1025,REF-600531,2026-01-01,3874.59,GBP,Dudley Ltd,Vendor payout,approved
TXN-100636,BATCH-1025,REF-807526,2026-04-15,10012.09,EUR,"Molina, Wells and Bright",Vendor payout,approved
TXN-100637,BATCH-1025,REF-181023,2026-04-28,12548.86,USD,Fitzpatrick-Henderson,Vendor payout,approved
TXN-100638,BATCH-1025,REF-211600,2026-04-17,4508.46,EUR,"Drake, Torres and Murray",Vendor payout,approved
TXN-100639,BATCH-1025,REF-371213,2026-02-24,10575.87,USD,Wilson Ltd,Vendor payout,approved
TXN-100640,BATCH-1025,REF-453491,2026-01-01,21761.1,USD,Schneider Ltd,Vendor payout,approved
TXN-100641,BATCH-1025,REF-958961,2026-04-09,6326.86,EUR,"Thompson, Cooper and Young",Vendor payout,approved
TXN-100642,BATCH-1025,REF-617420,2026-03-23,13386.26,USD,"Brown, Middleton and Williams",Vendor payout,approved
TXN-100643,BATCH-1025,REF-767671,2026-02-13,9563.28,GBP,Rose-Gonzales,Vendor payout,approved
TXN-100644,BATCH-1025,REF-595890,2026-03-15,17364.07,USD,Dudley Ltd,Vendor payout,approved
TXN-100645,BATCH-1025,REF-728180,2026-03-01,16438.89,EUR,Matthews PLC,Vendor payout,approved
TXN-100646,BATCH-1025,REF-565969,2026-04-16,8590.19,EUR,Pierce Inc,Vendor payout,approved
TXN-100647,BATCH-1025,REF-590083,2026-03-28,7618.22,EUR,"Hernandez, Hill and Hull",Vendor payout,approved
TXN-100648,BATCH-1025,REF-698469,2026-01-15,2447.07,USD,Brown LLC,Vendor payout,approved
TXN-100649,BATCH-1025,REF-523589,2026-01-29,12570.06,GBP,"Ball, Henderson and Caldwell",Vendor payout,approved
TXN-100650,BATCH-1026,REF-530224,2026-02-23,9599.25,GBP,Gonzalez Inc,Vendor payout,approved
TXN-100651,BATCH-1026,REF-636174,2026-03-12,592.42,GBP,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-100652,BATCH-1026,REF-935456,2026-01-31,11493.34,GBP,Crawford Ltd,Vendor payout,approved
TXN-100653,BATCH-1026,REF-921079,2026-01-10,21679.89,EUR,Pennington PLC,Vendor payout,approved
TXN-100654,BATCH-1026,REF-988217,2026-01-19,10729.0,USD,Hawkins-Saunders,Vendor payout,approved
TXN-100655,BATCH-1026,REF-356616,2026-04-07,11469.59,GBP,Randolph and Sons,Vendor payout,approved
TXN-100656,BATCH-1026,REF-764686,2026-03-14,17852.23,EUR,Mcdowell-Watts,Vendor payout,approved
TXN-100657,BATCH-1026,REF-633296,2026-04-03,14616.26,EUR,"Snow, Rodgers and Miller",Vendor payout,approved
TXN-100658,BATCH-1026,REF-167898,2026-03-27,4405.3,EUR,"Robinson, Bauer and Brown",Vendor payout,approved
TXN-100659,BATCH-1026,REF-632064,2026-02-12,16614.5,EUR,"Evans, Conway and Hall",Vendor payout,approved
TXN-100660,BATCH-1026,REF-390955,2026-03-12,4456.33,GBP,Matthews PLC,Vendor payout,approved
TXN-100661,BATCH-1026,REF-601532,2026-01-26,7988.49,GBP,Gonzalez-Pennington,Vendor payout,approved
TXN-100662,BATCH-1026,REF-363976,2026-01-01,14733.72,GBP,Reed PLC,Vendor payout,approved
TXN-100663,BATCH-1026,REF-106833,2026-03-04,15657.4,USD,Jones-Taylor,Vendor payout,approved
TXN-100664,BATCH-1026,REF-420218,2026-03-06,19077.24,USD,Ibarra-Clark,Vendor payout,approved
TXN-100665,BATCH-1026,REF-724143,2026-03-25,8158.89,GBP,Davis PLC,Vendor payout,approved
TXN-100666,BATCH-1026,REF-523709,2026-04-08,14093.08,EUR,Dickson-Padilla,Vendor payout,approved
TXN-100667,BATCH-1026,REF-874915,2026-03-13,19778.23,EUR,Gardner Inc,Vendor payout,approved
TXN-100668,BATCH-1026,REF-393750,2026-02-01,17202.83,GBP,"Salinas, Barnes and Cooper",Vendor payout,approved
TXN-100669,BATCH-1026,REF-309709,2026-03-15,20612.16,USD,Mcclain-Jensen,Vendor payout,approved
TXN-100670,BATCH-1026,REF-436873,2026-01-24,22629.96,EUR,Wright Group,Vendor payout,approved
TXN-100671,BATCH-1026,REF-116988,2026-02-17,20796.07,USD,Fitzgerald PLC,Vendor payout,approved
TXN-100672,BATCH-1026,REF-176633,2026-04-07,14358.78,EUR,Mitchell-Jones,Vendor payout,approved
TXN-100673,BATCH-1026,REF-108952,2026-01-03,14379.08,USD,"Collins, Gardner and Shaw",Vendor payout,approved
TXN-100674,BATCH-1026,REF-659333,2026-01-04,5173.45,USD,Cobb Group,Vendor payout,approved
TXN-100675,BATCH-1027,REF-560996,2026-04-23,19314.32,USD,Elliott-Wallace,Vendor payout,approved
TXN-100676,BATCH-1027,REF-270795,2026-01-16,12679.92,GBP,"Drake, Torres and Murray",Vendor payout,approved
TXN-100677,BATCH-1027,REF-204926,2026-04-20,206.21,EUR,Smith-Gaines,Vendor payout,approved
TXN-100678,BATCH-1027,REF-263324,2026-03-08,4454.53,USD,"Hernandez, Wade and Rodriguez",Vendor payout,approved
TXN-100679,BATCH-1027,REF-214705,2026-02-16,18555.62,GBP,"Smith, Guerra and Holmes",Vendor payout,approved
TXN-100680,BATCH-1027,REF-899541,2026-02-18,22841.58,USD,Stone and Sons,Vendor payout,approved
TXN-100681,BATCH-1027,REF-599377,2026-02-09,3381.77,GBP,Joseph Group,Vendor payout,approved
TXN-100682,BATCH-1027,REF-186181,2026-03-26,20141.05,USD,Hernandez-Diaz,Vendor payout,approved
TXN-100683,BATCH-1027,REF-872182,2026-03-16,8215.4,EUR,"Brown, Middleton and Williams",Vendor payout,approved
TXN-100684,BATCH-1027,REF-325272,2026-02-27,4714.01,GBP,Mccoy-Mccarthy,Vendor payout,approved
TXN-100685,BATCH-1027,REF-997805,2026-03-27,19305.89,EUR,Li-Martinez,Vendor payout,approved
TXN-100686,BATCH-1027,REF-557351,2026-02-27,3179.32,EUR,Ibarra-Clark,Vendor payout,approved
TXN-100687,BATCH-1027,REF-656334,2026-04-21,13151.23,USD,Randall-Kerr,Vendor payout,approved
TXN-100688,BATCH-1027,REF-410899,2026-02-21,21460.92,EUR,"Luna, Morris and Gill",Vendor payout,approved
TXN-100689,BATCH-1027,REF-604293,2026-01-19,1504.08,EUR,"Cox, Fernandez and Baker",Vendor payout,approved
TXN-100690,BATCH-1027,REF-875584,2026-04-03,3532.5,EUR,"Pineda, Travis and Jones",Vendor payout,approved
TXN-100691,BATCH-1027,REF-739668,2026-04-06,7488.08,USD,Morris Inc,Vendor payout,approved
TXN-100692,BATCH-1027,REF-405247,2026-04-08,21909.15,GBP,"Salinas, Barnes and Cooper",Vendor payout,approved
TXN-100693,BATCH-1027,REF-540030,2026-02-12,22620.67,GBP,Jones-Fuentes,Vendor payout,approved
TXN-100694,BATCH-1027,REF-644176,2026-03-19,14027.75,GBP,"Bell, Pollard and Berry",Vendor payout,approved
TXN-100695,BATCH-1027,REF-648159,2026-03-15,8698.93,EUR,Jones-Turner,Vendor payout,approved
TXN-100696,BATCH-1027,REF-816189,2026-04-15,18233.21,EUR,Robinson Group,Vendor payout,approved
TXN-100697,BATCH-1027,REF-193186,2026-04-20,19529.68,USD,Cooper PLC,Vendor payout,approved
TXN-100698,BATCH-1027,REF-453371,2026-02-14,6635.39,GBP,Lee-Taylor,Vendor payout,approved
TXN-100699,BATCH-1027,REF-376163,2026-04-20,4985.52,USD,Mccoy-Mccarthy,Vendor payout,approved
TXN-100700,BATCH-1028,REF-335372,2026-03-05,16696.35,EUR,Thornton and Sons,Vendor payout,approved
TXN-100701,BATCH-1028,REF-935502,2026-04-01,15690.7,EUR,"Hansen, Herrera and Taylor",Vendor payout,approved
TXN-100702,BATCH-1028,REF-428712,2026-03-10,2438.12,GBP,Moore LLC,Vendor payout,approved
TXN-100703,BATCH-1028,REF-160341,2026-03-25,577.33,EUR,Walters LLC,Vendor payout,approved
TXN-100704,BATCH-1028,REF-807440,2026-03-31,16553.48,EUR,Murray Group,Vendor payout,approved
TXN-100705,BATCH-1028,REF-269038,2026-04-04,15355.92,GBP,"Howard, Russo and Smith",Vendor payout,approved
TXN-100706,BATCH-1028,REF-988422,2026-01-18,20127.73,EUR,Davis PLC,Vendor payout,approved
TXN-100707,BATCH-1028,REF-162019,2026-03-13,13108.59,USD,Roach and Sons,Vendor payout,approved
TXN-100708,BATCH-1028,REF-816367,2026-01-13,4565.12,USD,Hammond Ltd,Vendor payout,approved
TXN-100709,BATCH-1028,REF-289180,2026-03-29,23377.44,USD,Mitchell-Byrd,Vendor payout,approved
TXN-100710,BATCH-1028,REF-523923,2026-04-12,3556.0,EUR,Wade PLC,Vendor payout,approved
TXN-100711,BATCH-1028,REF-307661,2026-04-08,7081.97,USD,Howe and Sons,Vendor payout,approved
TXN-100712,BATCH-1028,REF-422038,2026-01-12,13200.56,USD,Wade PLC,Vendor payout,approved
TXN-100713,BATCH-1028,REF-488837,2026-03-07,18470.04,GBP,Dickson Inc,Vendor payout,approved
TXN-100714,BATCH-1028,REF-404550,2026-04-29,5170.6,GBP,"Miller, Anderson and Padilla",Vendor payout,approved
TXN-100715,BATCH-1028,REF-698254,2026-03-29,15553.55,EUR,Best Inc,Vendor payout,approved
TXN-100716,BATCH-1028,REF-904390,2026-03-31,15672.76,EUR,Allen Group,Vendor payout,approved
TXN-100717,BATCH-1028,REF-697801,2026-04-20,7138.05,EUR,"Rodriguez, Sutton and Santiago",Vendor payout,approved
TXN-100718,BATCH-1028,REF-899582,2026-01-11,5735.41,EUR,"Short, Moore and Douglas",Vendor payout,approved
TXN-100719,BATCH-1028,REF-362985,2026-04-21,14230.81,USD,"Wilson, Robertson and Gonzalez",Vendor payout,approved
TXN-100720,BATCH-1028,REF-683902,2026-02-06,1757.84,USD,"Waller, Bass and Mitchell",Vendor payout,approved
TXN-100721,BATCH-1028,REF-506351,2026-04-15,9545.8,GBP,Welch-Peck,Vendor payout,approved
TXN-100722,BATCH-1028,REF-767625,2026-02-14,17079.96,GBP,Davis Group,Vendor payout,approved
TXN-100723,BATCH-1028,REF-530305,2026-02-28,20141.13,USD,Allen Group,Vendor payout,approved
TXN-100724,BATCH-1028,REF-518259,2026-03-27,11601.34,EUR,"Martinez, Joseph and Simmons",Vendor payout,approved
TXN-100725,BATCH-1029,REF-669197,2026-01-14,5357.5,USD,Allen Ltd,Vendor payout,approved
TXN-100726,BATCH-1029,REF-882208,2026-02-04,9664.62,GBP,Anderson-Parks,Vendor payout,approved
TXN-100727,BATCH-1029,REF-994016,2026-02-12,2166.61,USD,Johnson Inc,Vendor payout,approved
TXN-100728,BATCH-1029,REF-259401,2026-01-21,7261.28,USD,Roberts Group,Vendor payout,approved
TXN-100729,BATCH-1029,REF-497798,2026-03-02,18897.95,USD,"Rodriguez, Evans and Patterson",Vendor payout,approved
TXN-100730,BATCH-1029,REF-754344,2026-01-18,22165.11,USD,"Curry, Wolfe and Ramirez",Vendor payout,approved
TXN-100731,BATCH-1029,REF-638362,2026-01-25,24792.75,EUR,Kim Group,Vendor payout,approved
TXN-100732,BATCH-1029,REF-236996,2026-01-05,16493.78,EUR,Mccoy Ltd,Vendor payout,approved
TXN-100733,BATCH-1029,REF-302273,2026-03-12,3330.19,EUR,"Hansen, Herrera and Taylor",Vendor payout,approved
TXN-100734,BATCH-1029,REF-348455,2026-04-13,9350.37,USD,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-100735,BATCH-1029,REF-196158,2026-01-24,17611.09,USD,Cochran Inc,Vendor payout,approved
TXN-100736,BATCH-1029,REF-293910,2026-02-26,11743.53,GBP,Roach and Sons,Vendor payout,approved
TXN-100737,BATCH-1029,REF-532308,2026-03-18,4081.53,GBP,"Thompson, Cooper and Young",Vendor payout,approved
TXN-100738,BATCH-1029,REF-901566,2026-03-28,15505.64,EUR,Rose-Gonzales,Vendor payout,approved
TXN-100739,BATCH-1029,REF-672435,2026-02-10,9276.82,EUR,Rogers Inc,Vendor payout,approved
TXN-100740,BATCH-1029,REF-432108,2026-04-11,10504.44,USD,"Cox, Fernandez and Baker",Vendor payout,approved
TXN-100741,BATCH-1029,REF-621480,2026-01-03,3768.75,EUR,Mullins-Cabrera,Vendor payout,approved
TXN-100742,BATCH-1029,REF-840319,2026-02-11,8850.4,USD,Smith and Sons,Vendor payout,approved
TXN-100743,BATCH-1029,REF-395590,2026-03-09,15300.38,GBP,Allen and Sons,Vendor payout,approved
TXN-100744,BATCH-1029,REF-457309,2026-03-13,15855.94,EUR,Robbins LLC,Vendor payout,approved
TXN-100745,BATCH-1029,REF-255561,2026-04-07,12786.24,USD,Arnold-Beck,Vendor payout,approved
TXN-100746,BATCH-1029,REF-750801,2026-04-16,15835.92,EUR,Morgan-Mckinney,Vendor payout,approved
TXN-100747,BATCH-1029,REF-628617,2026-04-13,18393.98,USD,Simmons-Green,Vendor payout,approved
TXN-100748,BATCH-1029,REF-500576,2026-03-22,19400.53,USD,Hays-Dalton,Vendor payout,approved
TXN-100749,BATCH-1029,REF-972210,2026-02-10,13825.56,EUR,Roberts LLC,Vendor payout,approved
TXN-100750,BATCH-1030,REF-166980,2026-03-05,18076.35,GBP,Reeves Ltd,Vendor payout,approved
TXN-100751,BATCH-1030,REF-262512,2026-03-30,13128.87,GBP,Spears-Beck,Vendor payout,approved
TXN-100752,BATCH-1030,REF-343967,2026-04-08,11980.36,USD,Jones Group,Vendor payout,approved
TXN-100753,BATCH-1030,REF-711046,2026-01-30,5023.11,USD,Ingram PLC,Vendor payout,approved
TXN-100754,BATCH-1030,REF-737134,2026-04-07,12784.22,USD,Juarez-Jones,Vendor payout,approved
TXN-100755,BATCH-1030,REF-697905,2026-04-08,18576.76,USD,Walters PLC,Vendor payout,approved
TXN-100756,BATCH-1030,REF-507446,2026-04-03,21512.44,USD,Cooper PLC,Vendor payout,approved
TXN-100757,BATCH-1030,REF-566679,2026-02-08,21432.72,EUR,Joseph Group,Vendor payout,approved
TXN-100758,BATCH-1030,REF-579123,2026-02-03,22465.58,EUR,Roberts LLC,Vendor payout,approved
TXN-100759,BATCH-1030,REF-166357,2026-03-03,6769.92,GBP,Randall-Kerr,Vendor payout,approved
TXN-100760,BATCH-1030,REF-940896,2026-01-26,17754.8,GBP,Webster and Sons,Vendor payout,approved
TXN-100761,BATCH-1030,REF-960581,2026-02-28,7180.76,USD,Shaw-Stuart,Vendor payout,approved
TXN-100762,BATCH-1030,REF-477832,2026-02-22,20360.33,EUR,Morris Inc,Vendor payout,approved
TXN-100763,BATCH-1030,REF-930763,2026-04-15,21281.17,GBP,"Cox, Fernandez and Baker",Vendor payout,approved
TXN-100764,BATCH-1030,REF-514146,2026-03-12,12242.27,EUR,Dudley Ltd,Vendor payout,approved
TXN-100765,BATCH-1030,REF-892514,2026-01-31,12392.69,USD,Wong PLC,Vendor payout,approved
TXN-100766,BATCH-1030,REF-522576,2026-03-26,23776.54,EUR,Robinson Group,Vendor payout,approved
TXN-100767,BATCH-1030,REF-665200,2026-04-07,6413.16,EUR,Arnold-Beck,Vendor payout,approved
TXN-100768,BATCH-1030,REF-732929,2026-01-31,11380.79,GBP,"Johnson, Phillips and Brown",Vendor payout,approved
TXN-100769,BATCH-1030,REF-830994,2026-02-05,1750.76,USD,Moore LLC,Vendor payout,approved
TXN-100770,BATCH-1030,REF-180552,2026-04-18,10682.62,GBP,"Frey, Mcgee and Bailey",Vendor payout,approved
TXN-100771,BATCH-1030,REF-245967,2026-01-22,20215.25,USD,Cobb Group,Vendor payout,approved
TXN-100772,BATCH-1030,REF-684352,2026-02-25,10480.15,USD,"Yu, Nguyen and Wood",Vendor payout,approved
TXN-100773,BATCH-1030,REF-375782,2026-03-13,16505.05,GBP,Dudley Ltd,Vendor payout,approved
TXN-100774,BATCH-1030,REF-798258,2026-03-09,12767.15,USD,Reynolds-Harris,Vendor payout,approved
TXN-100775,BATCH-1031,REF-897460,2026-01-19,3674.16,USD,"Liu, Parsons and Delacruz",Vendor payout,approved
TXN-100776,BATCH-1031,REF-861785,2026-03-27,19521.28,USD,King-George,Vendor payout,approved
TXN-100777,BATCH-1031,REF-188963,2026-03-13,15005.55,EUR,"Owen, Gibson and Johnson",Vendor payout,approved
TXN-100778,BATCH-1031,REF-815321,2026-04-29,12798.21,EUR,Walters LLC,Vendor payout,approved
TXN-100779,BATCH-1031,REF-428258,2026-01-30,21871.92,GBP,Fitzgerald PLC,Vendor payout,approved
TXN-100780,BATCH-1031,REF-820480,2026-01-25,20061.05,GBP,"Thompson, Cooper and Young",Vendor payout,approved
TXN-100781,BATCH-1031,REF-383891,2026-04-02,9390.59,EUR,Reynolds-Torres,Vendor payout,approved
TXN-100782,BATCH-1031,REF-390551,2026-04-16,23370.41,GBP,"Clarke, Johnson and Watson",Vendor payout,approved
TXN-100783,BATCH-1031,REF-173693,2026-04-19,19009.11,USD,Allen Group,Vendor payout,approved
TXN-100784,BATCH-1031,REF-748347,2026-01-29,7122.6,USD,Ford Ltd,Vendor payout,approved
TXN-100785,BATCH-1031,REF-743964,2026-04-05,23862.97,USD,"Roberts, Frazier and Smith",Vendor payout,approved
TXN-100786,BATCH-1031,REF-323753,2026-02-27,10893.95,GBP,Pennington PLC,Vendor payout,approved
TXN-100787,BATCH-1031,REF-506743,2026-03-20,8068.95,EUR,"Owens, Peters and White",Vendor payout,approved
TXN-100788,BATCH-1031,REF-690672,2026-03-29,15020.88,EUR,"Murphy, Jordan and Whitney",Vendor payout,approved
TXN-100789,BATCH-1031,REF-372482,2026-04-27,8722.05,EUR,Johnson-Ruiz,Vendor payout,approved
TXN-100790,BATCH-1031,REF-256268,2026-02-27,6278.52,GBP,Howard LLC,Vendor payout,approved
TXN-100791,BATCH-1031,REF-946964,2026-01-03,23551.85,USD,Rodriguez LLC,Vendor payout,approved
TXN-100792,BATCH-1031,REF-121724,2026-04-15,21388.8,EUR,Fitzgerald PLC,Vendor payout,approved
TXN-100793,BATCH-1031,REF-242505,2026-02-18,16012.4,USD,Smith and Sons,Vendor payout,approved
TXN-100794,BATCH-1031,REF-138185,2026-04-14,4193.22,EUR,Kennedy-Marks,Vendor payout,approved
TXN-100795,BATCH-1031,REF-719110,2026-02-27,10902.55,GBP,Rivera-Stanley,Vendor payout,approved
TXN-100796,BATCH-1031,REF-252607,2026-02-01,11595.9,EUR,Flynn-Matthews,Vendor payout,approved
TXN-100797,BATCH-1031,REF-631331,2026-02-09,1717.2,EUR,Maxwell-Shepherd,Vendor payout,approved
TXN-100798,BATCH-1031,REF-229287,2026-03-16,7141.06,USD,"Drake, Torres and Murray",Vendor payout,approved
TXN-100799,BATCH-1031,REF-330935,2026-02-20,2352.41,EUR,Jones-Graham,Vendor payout,approved
TXN-100800,BATCH-1032,REF-606110,2026-04-04,4105.7,USD,Hodge PLC,Vendor payout,approved
TXN-100801,BATCH-1032,REF-800188,2026-01-20,15797.32,EUR,"Graham, Ferguson and Hill",Vendor payout,approved
TXN-100802,BATCH-1032,REF-370157,2026-04-13,1305.88,GBP,Mcclain-Jensen,Vendor payout,approved
TXN-100803,BATCH-1032,REF-270336,2026-02-01,14175.16,EUR,Cochran Inc,Vendor payout,approved
TXN-100804,BATCH-1032,REF-615753,2026-04-23,2977.7,USD,"Salinas, Barnes and Cooper",Vendor payout,approved
TXN-100805,BATCH-1032,REF-549359,2026-03-11,19909.95,USD,Schneider Ltd,Vendor payout,approved
TXN-100806,BATCH-1032,REF-424814,2026-01-22,16659.8,USD,Reynolds LLC,Vendor payout,approved
TXN-100807,BATCH-1032,REF-742501,2026-04-17,15395.49,GBP,"Chavez, Davis and Walton",Vendor payout,approved
TXN-100808,BATCH-1032,REF-574489,2026-04-14,16633.59,GBP,Davis PLC,Vendor payout,approved
TXN-100809,BATCH-1032,REF-570726,2026-01-14,14702.39,USD,Rivera-Stanley,Vendor payout,approved
TXN-100810,BATCH-1032,REF-151288,2026-01-09,3934.36,USD,Hammond Ltd,Vendor payout,approved
