stripe_id,reference,date,gross_amount,fee,net_amount,currency,payee,status
po_8908133,REF-204926,2026-04-19T00:00:00Z,207.99,19.32,206.21,EUR,Smith-Gaines,failed
po_7960470,REF-263324,2026-03-07T00:00:00Z,4495.87,8.97,4454.53,USD,"Hernandez, Wade and Rodriguez",pending
po_1477784,REF-214705,2026-02-15T00:00:00Z,18595.0,7.3,18555.62,GBP,"Smith, Guerra and Holmes",processing
po_2885936,REF-899541,2026-02-17T00:00:00Z,22890.050000000003,9.82,22841.58,USD,Stone and Sons,processing
po_9015983,REF-599377,2026-02-08T00:00:00Z,3406.92,16.79,3381.77,GBP,Joseph Group,pending
po_6513425,REF-186181,2026-03-25T00:00:00Z,20176.86,9.78,20141.05,USD,Hernandez-Diaz,failed
po_4990114,REF-872182,2026-03-15T00:00:00Z,8224.33,7.13,8215.4,EUR,"Brown, Middleton and Williams",processing
po_6658193,REF-325272,2026-02-26T00:00:00Z,4763.85,4.54,4714.01,GBP,Mccoy-Mccarthy,failed
po_2586848,REF-997805,2026-03-26T00:00:00Z,19318.02,9.69,19305.89,EUR,Li-Martinez,settled
po_3377472,REF-557351,2026-02-26T00:00:00Z,3221.48,5.22,3179.32,EUR,Ibarra-Clark,settled
po_4795970,REF-656334,2026-04-20T00:00:00Z,13193.55,15.27,13151.23,USD,Randall-Kerr,pending
po_1005932,REF-410899,2026-02-20T00:00:00Z,21465.589999999997,14.46,21460.92,EUR,"Luna, Morris and Gill",failed
po_7559885,REF-604293,2026-01-18T00:00:00Z,1534.06,5.72,1504.08,EUR,"Cox, Fernandez and Baker",failed
po_9734558,REF-875584,2026-04-02T00:00:00Z,3548.75,2.95,3532.5,EUR,"Pineda, Travis and Jones",processing
po_7400536,REF-739668,2026-04-05T00:00:00Z,7530.14,5.85,7488.08,USD,Morris Inc,processing
po_8255765,REF-405247,2026-04-07T00:00:00Z,21930.81,13.12,21909.15,GBP,"Salinas, Barnes and Cooper",failed
po_4714276,REF-540030,2026-02-11T00:00:00Z,22650.629999999997,13.65,22620.67,GBP,Jones-Fuentes,settled
po_7051555,REF-644176,2026-03-18T00:00:00Z,14057.18,14.48,14027.75,GBP,"Bell, Pollard and Berry",processing
po_1405076,REF-648159,2026-03-14T00:00:00Z,8730.83,7.25,8698.93,EUR,Jones-Turner,failed
po_3694288,REF-816189,2026-04-14T00:00:00Z,18244.469999999998,15.65,18233.21,EUR,Robinson Group,failed
po_7812644,REF-193186,2026-04-19T00:00:00Z,19546.010000000002,10.45,19529.68,USD,Cooper PLC,pending
po_9491272,REF-453371,2026-02-13T00:00:00Z,6670.700000000001,11.65,6635.39,GBP,Lee-Taylor,pending
po_2379281,REF-376163,2026-04-19T00:00:00Z,5002.39,5.27,4985.52,USD,Mccoy-Mccarthy,settled
po_9107980,REF-335372,2026-03-04T00:00:00Z,16738.41,8.88,16696.35,EUR,Thornton and Sons,pending
po_6396602,REF-935502,2026-03-31T00:00:00Z,15733.84,19.74,15690.7,EUR,"Hansen, Herrera and Taylor",pending
po_8721526,REF-428712,2026-03-09T00:00:00Z,2469.44,10.45,2438.12,GBP,Moore LLC,processing
po_1462664,REF-160341,2026-03-24T00:00:00Z,613.3000000000001,10.33,577.33,EUR,Walters LLC,pending
po_1113671,REF-807440,2026-03-30T00:00:00Z,16602.05,2.01,16553.48,EUR,Murray Group,failed
po_3004878,REF-269038,2026-04-03T00:00:00Z,15373.18,2.79,15355.92,GBP,"Howard, Russo and Smith",processing
po_5370558,REF-988422,2026-01-17T00:00:00Z,20148.399999999998,5.31,20127.73,EUR,Davis PLC,settled
po_7288704,REF-162019,2026-03-12T00:00:00Z,13151.7,19.16,13108.59,USD,Roach and Sons,pending
po_1509048,REF-816367,2026-01-12T00:00:00Z,4596.599999999999,18.77,4565.12,USD,Hammond Ltd,settled
po_7523750,REF-289180,2026-03-28T00:00:00Z,23416.859999999997,18.94,23377.44,USD,Mitchell-Byrd,settled
po_9847254,REF-523923,2026-04-11T00:00:00Z,3584.59,14.34,3556.0,EUR,Wade PLC,processing
po_9121925,REF-307661,2026-04-07T00:00:00Z,7112.84,6.81,7081.97,USD,Howe and Sons,failed
po_6082589,REF-422038,2026-01-11T00:00:00Z,13220.42,7.68,13200.56,USD,Wade PLC,settled
po_4415979,REF-488837,2026-03-06T00:00:00Z,18495.31,11.85,18470.04,GBP,Dickson Inc,settled
po_7237496,REF-404550,2026-04-28T00:00:00Z,5216.56,8.64,5170.6,GBP,"Miller, Anderson and Padilla",pending
po_7327221,REF-698254,2026-03-28T00:00:00Z,15568.179999999998,18.12,15553.55,EUR,Best Inc,processing
po_2115690,REF-904390,2026-03-30T00:00:00Z,15682.74,7.22,15672.76,EUR,Allen Group,failed
po_4368666,REF-697801,2026-04-19T00:00:00Z,7145.28,19.92,7138.05,EUR,"Rodriguez, Sutton and Santiago",processing
po_9449329,REF-899582,2026-01-10T00:00:00Z,5773.98,4.59,5735.41,EUR,"Short, Moore and Douglas",pending
po_4778826,REF-362985,2026-04-20T00:00:00Z,14240.82,4.69,14230.81,USD,"Wilson, Robertson and Gonzalez",processing
po_6396496,REF-683902,2026-02-05T00:00:00Z,1776.99,3.73,1757.84,USD,"Waller, Bass and Mitchell",settled
po_7476923,REF-506351,2026-04-14T00:00:00Z,9560.64,12.7,9545.8,GBP,Welch-Peck,processing
po_7517139,REF-767625,2026-02-13T00:00:00Z,17129.92,17.76,17079.96,GBP,Davis Group,failed
po_8065567,REF-530305,2026-02-27T00:00:00Z,20185.43,9.75,20141.13,USD,Allen Group,processing
po_8774158,REF-518259,2026-03-26T00:00:00Z,11629.2,15.52,11601.34,EUR,"Martinez, Joseph and Simmons",processing
po_7447324,REF-669197,2026-01-13T00:00:00Z,5404.42,9.2,5357.5,USD,Allen Ltd,processing
po_3190350,REF-882208,2026-02-03T00:00:00Z,9702.990000000002,10.25,9664.62,GBP,Anderson-Parks,settled
po_7089123,REF-994016,2026-02-11T00:00:00Z,2198.15,6.99,2166.61,USD,Johnson Inc,processing
po_5184066,REF-259401,2026-01-20T00:00:00Z,7310.11,13.61,7261.28,USD,Roberts Group,pending
po_8505009,REF-497798,2026-03-01T00:00:00Z,18942.760000000002,19.44,18897.95,USD,"Rodriguez, Evans and Patterson",failed
po_6951077,REF-754344,2026-01-17T00:00:00Z,22195.65,16.19,22165.11,USD,"Curry, Wolfe and Ramirez",settled
po_5414310,REF-638362,2026-01-24T00:00:00Z,24815.75,9.23,24792.75,EUR,Kim Group,settled
po_5534607,REF-236996,2026-01-04T00:00:00Z,16528.93,7.38,16493.78,EUR,Mccoy Ltd,processing
po_1386001,REF-302273,2026-03-11T00:00:00Z,3370.92,16.32,3330.19,EUR,"Hansen, Herrera and Taylor",settled
po_8730320,REF-348455,2026-04-12T00:00:00Z,9382.29,7.29,9350.37,USD,"Roberts, Frazier and Smith",settled
po_8986694,REF-196158,2026-01-23T00:00:00Z,17652.15,14.46,17611.09,USD,Cochran Inc,processing
po_3080547,REF-293910,2026-02-25T00:00:00Z,11778.970000000001,2.44,11743.53,GBP,Roach and Sons,pending
po_5721932,REF-532308,2026-03-17T00:00:00Z,4119.49,2.23,4081.53,GBP,"Thompson, Cooper and Young",settled
po_2105263,REF-901566,2026-03-27T00:00:00Z,15534.529999999999,14.82,15505.64,EUR,Rose-Gonzales,failed
po_8778317,REF-672435,2026-02-09T00:00:00Z,9320.39,9.82,9276.82,EUR,Rogers Inc,pending
po_3534008,REF-432108,2026-04-10T00:00:00Z,10534.49,4.49,10504.44,USD,"Cox, Fernandez and Baker",settled
po_8262122,REF-621480,2026-01-02T00:00:00Z,3791.07,17.18,3768.75,EUR,Mullins-Cabrera,processing
po_6167511,REF-840319,2026-02-10T00:00:00Z,8882.34,7.43,8850.4,USD,Smith and Sons,failed
po_8500727,REF-395590,2026-03-08T00:00:00Z,15319.509999999998,5.68,15300.38,GBP,Allen and Sons,failed
po_4976500,REF-457309,2026-03-12T00:00:00Z,15896.79,5.73,15855.94,EUR,Robbins LLC,processing
po_5634040,REF-255561,2026-04-06T00:00:00Z,12822.119999999999,7.91,12786.24,USD,Arnold-Beck,settled
po_4157389,REF-750801,2026-04-15T00:00:00Z,15883.85,12.35,15835.92,EUR,Morgan-Mckinney,settled
po_1424190,REF-628617,2026-04-12T00:00:00Z,18396.39,13.24,18393.98,USD,Simmons-Green,processing
po_5777526,REF-500576,2026-03-21T00:00:00Z,19409.51,3.44,19400.53,USD,Hays-Dalton,settled
po_5746424,REF-972210,2026-02-09T00:00:00Z,13842.439999999999,15.37,13825.56,EUR,Roberts LLC,settled
po_6673350,REF-166980,2026-03-04T00:00:00Z,18081.329999999998,7.53,18076.35,GBP,Reeves Ltd,settled
po_5014206,REF-262512,2026-03-29T00:00:00Z,13132.640000000001,13.99,13128.87,GBP,Spears-Beck,settled
po_9560523,REF-343967,2026-04-07T00:00:00Z,12018.87,10.35,11980.36,USD,Jones Group,processing
po_4569828,REF-711046,2026-01-29T00:00:00Z,5031.57,1.14,5023.11,USD,Ingram PLC,failed
po_9586664,REF-737134,2026-04-06T00:00:00Z,12822.949999999999,4.89,12784.22,USD,Juarez-Jones,settled
po_5233438,REF-697905,2026-04-07T00:00:00Z,18588.379999999997,1.45,18576.76,USD,Walters PLC,settled
po_5169447,REF-507446,2026-04-02T00:00:00Z,21517.25,3.04,21512.44,USD,Cooper PLC,settled
po_7254897,REF-566679,2026-02-07T00:00:00Z,21437.45,8.93,21432.72,EUR,Joseph Group,settled
po_1240653,REF-579123,2026-02-02T00:00:00Z,22472.100000000002,14.77,22465.58,EUR,Roberts LLC,processing
po_7919330,REF-166357,2026-03-02T00:00:00Z,6779.5,1.25,6769.92,GBP,Randall-Kerr,settled
po_8303868,REF-940896,2026-01-25T00:00:00Z,17783.19,14.36,17754.8,GBP,Webster and Sons,pending
po_3918610,REF-960581,2026-02-27T00:00:00Z,7210.1900000000005,8.07,7180.76,USD,Shaw-Stuart,failed
po_1717322,REF-477832,2026-02-21T00:00:00Z,20378.160000000003,18.45,20360.33,EUR,Morris Inc,pending
po_1067788,REF-930763,2026-04-14T00:00:00Z,21294.649999999998,11.46,21281.17,GBP,"Cox, Fernandez and Baker",pending
po_8611052,REF-514146,2026-03-11T00:00:00Z,12250.9,14.18,12242.27,EUR,Dudley Ltd,pending
po_4474350,REF-892514,2026-01-30T00:00:00Z,12402.79,15.75,12392.69,USD,Wong PLC,settled
po_1702543,REF-522576,2026-03-25T00:00:00Z,23810.82,19.56,23776.54,EUR,Robinson Group,processing
po_2456742,REF-665200,2026-04-06T00:00:00Z,6437.43,11.33,6413.16,EUR,Arnold-Beck,settled
po_3153928,REF-732929,2026-01-30T00:00:00Z,11410.87,13.83,11380.79,GBP,"Johnson, Phillips and Brown",settled
po_3917871,REF-830994,2026-02-04T00:00:00Z,1795.97,6.57,1750.76,USD,Moore LLC,pending
po_4748410,REF-180552,2026-04-17T00:00:00Z,10700.28,13.98,10682.62,GBP,"Frey, Mcgee and Bailey",processing
po_1344563,REF-245967,2026-01-21T00:00:00Z,20250.96,18.06,20215.25,USD,Cobb Group,failed
po_3307324,REF-684352,2026-02-24T00:00:00Z,10487.08,4.08,10480.15,USD,"Yu, Nguyen and Wood",pending
po_3472747,REF-375782,2026-03-12T00:00:00Z,16520.77,15.19,16505.05,GBP,Dudley Ltd,processing
po_8965143,REF-798258,2026-03-08T00:00:00Z,12791.59,5.07,12767.15,USD,Reynolds-Harris,pending
po_4780612,REF-897460,2026-01-18T00:00:00Z,3715.73,8.72,3674.16,USD,"Liu, Parsons and Delacruz",processing
po_3638806,REF-861785,2026-03-26T00:00:00Z,19534.11,10.9,19521.28,USD,King-George,processing
po_6091832,REF-188963,2026-03-12T00:00:00Z,15047.529999999999,12.5,15005.55,EUR,"Owen, Gibson and Johnson",failed
po_9937879,REF-815321,2026-04-28T00:00:00Z,12824.539999999999,13.0,12798.21,EUR,Walters LLC,failed
po_5672826,REF-428258,2026-01-29T00:00:00Z,21885.85,9.05,21871.92,GBP,Fitzgerald PLC,pending
po_5144427,REF-820480,2026-01-24T00:00:00Z,20072.13,16.01,20061.05,GBP,"Thompson, Cooper and Young",failed
po_1054812,REF-383891,2026-04-01T00:00:00Z,9394.85,16.43,9390.59,EUR,Reynolds-Torres,failed
po_8992131,REF-390551,2026-04-15T00:00:00Z,23392.829999999998,6.95,23370.41,GBP,"Clarke, Johnson and Watson",pending
po_1670038,REF-173693,2026-04-18T00:00:00Z,19053.78,11.76,19009.11,USD,Allen Group,settled
po_4688845,REF-748347,2026-01-28T00:00:00Z,7132.02,19.36,7122.6,USD,Ford Ltd,processing
po_3911570,REF-743964,2026-04-04T00:00:00Z,23908.93,6.31,23862.97,USD,"Roberts, Frazier and Smith",settled
po_1386322,REF-323753,2026-02-26T00:00:00Z,10921.470000000001,6.16,10893.95,GBP,Pennington PLC,processing
po_6271598,REF-506743,2026-03-19T00:00:00Z,8087.26,6.21,8068.95,EUR,"Owens, Peters and White",failed
po_9236899,REF-690672,2026-03-28T00:00:00Z,15043.259999999998,9.46,15020.88,EUR,"Murphy, Jordan and Whitney",processing
po_1804946,REF-372482,2026-04-26T00:00:00Z,8760.32,2.71,8722.05,EUR,Johnson-Ruiz,pending
po_4889220,REF-256268,2026-02-26T00:00:00Z,6322.240000000001,12.8,6278.52,GBP,Howard LLC,pending
po_4001846,REF-946964,2026-01-02T00:00:00Z,23560.329999999998,18.71,23551.85,USD,Rodriguez LLC,pending
po_5685491,REF-121724,2026-04-14T00:00:00Z,21412.46,9.64,21388.8,EUR,Fitzgerald PLC,settled
po_9718383,REF-242505,2026-02-17T00:00:00Z,16030.74,12.5,16012.4,USD,Smith and Sons,processing
po_6025077,REF-138185,2026-04-13T00:00:00Z,4212.530000000001,6.98,4193.22,EUR,Kennedy-Marks,pending
po_5243292,REF-719110,2026-02-26T00:00:00Z,10927.4,9.86,10902.55,GBP,Rivera-Stanley,processing
po_2310694,REF-252607,2026-01-31T00:00:00Z,11626.21,7.74,11595.9,EUR,Flynn-Matthews,processing
po_1404999,REF-631331,2026-02-08T00:00:00Z,1740.17,7.35,1717.2,EUR,Maxwell-Shepherd,processing
po_6539032,REF-229287,2026-03-15T00:00:00Z,7174.43,9.36,7141.06,USD,"Drake, Torres and Murray",failed
po_8162386,REF-330935,2026-02-19T00:00:00Z,2380.22,5.85,2352.41,EUR,Jones-Graham,pending
po_7243076,REF-606110,2026-04-03T00:00:00Z,4148.38,19.16,4105.7,USD,Hodge PLC,failed
po_5566565,REF-800188,2026-01-19T00:00:00Z,15814.4,10.67,15797.32,EUR,"Graham, Ferguson and Hill",processing
po_2654187,REF-370157,2026-04-12T00:00:00Z,1341.0500000000002,10.61,1305.88,GBP,Mcclain-Jensen,processing
po_8250571,REF-270336,2026-01-31T00:00:00Z,14183.71,9.99,14175.16,EUR,Cochran Inc,settled
po_3670798,REF-615753,2026-04-22T00:00:00Z,3008.0,12.28,2977.7,USD,"Salinas, Barnes and Cooper",settled
po_1548357,REF-549359,2026-03-10T00:00:00Z,19917.49,19.69,19909.95,USD,Schneider Ltd,failed
po_3851025,REF-424814,2026-01-21T00:00:00Z,16704.76,16.66,16659.8,USD,Reynolds LLC,processing
po_9328470,REF-742501,2026-04-16T00:00:00Z,15426.21,14.09,15395.49,GBP,"Chavez, Davis and Walton",settled
po_6479600,REF-574489,2026-04-13T00:00:00Z,16644.91,9.76,16633.59,GBP,Davis PLC,pending
po_6075879,REF-570726,2026-01-13T00:00:00Z,14749.32,4.99,14702.39,USD,Rivera-Stanley,processing
po_8543241,REF-151288,2026-01-08T00:00:00Z,3941.8700000000003,7.21,3934.36,USD,Hammond Ltd,processing
po_8010698,REF-197744,2026-02-22T00:00:00Z,213.66,1.18,210.78,USD,Davis Group,failed
po_8297043,REF-964366,2026-04-08T00:00:00Z,8484.789999999999,14.89,8446.07,USD,Reynolds-Torres,settled
po_4874618,REF-448762,2026-02-05T00:00:00Z,13527.57,16.86,13481.34,EUR,Mckinney-Cooper,pending
po_2276841,REF-707716,2026-03-26T00:00:00Z,22330.86,6.2,22290.54,USD,Nguyen-Roberts,processing
po_3973538,REF-708358,2026-03-04T00:00:00Z,19256.01,4.8,19228.3,GBP,Flynn-Matthews,processing
po_7063782,REF-885813,2026-01-16T00:00:00Z,23671.579999999998,18.7,23665.8,USD,"Evans, Conway and Hall",failed
po_6662811,REF-103489,2026-04-19T00:00:00Z,1935.69,15.55,1928.74,USD,Phillips-Wyatt,processing
po_2064228,REF-927326,2026-02-14T00:00:00Z,16717.21,7.5,16708.26,EUR,"Hobbs, Blanchard and Porter",pending
po_4804253,REF-946489,2026-01-13T00:00:00Z,810.87,18.74,768.98,EUR,"Gray, Williams and Weaver",processing
po_6287678,REF-144003,2026-01-25T00:00:00Z,9740.449999999999,2.62,9697.21,GBP,Shaw-Stuart,settled
po_5923296,REF-678399,2026-03-11T00:00:00Z,14835.23,3.02,14832.32,EUR,Garcia and Sons,failed
po_1438686,REF-456454,2026-02-04T00:00:00Z,17454.350000000002,7.23,17405.27,EUR,Smith Ltd,settled
po_5986295,REF-449999,2026-04-08T00:00:00Z,9124.65,13.5,9079.24,USD,Hodge PLC,settled
po_7058725,REF-449455,2026-03-25T00:00:00Z,7835.400000000001,3.03,7814.51,EUR,Leach-Walker,pending
po_7843602,REF-696655,2026-03-24T00:00:00Z,2074.4300000000003,10.94,2073.17,USD,"Short, Moore and Douglas",failed
po_5826180,REF-321257,2026-02-24T00:00:00Z,12343.2,12.71,12329.0,USD,"Pena, Jones and Sanchez",settled
po_3222118,REF-525244,2026-01-14T00:00:00Z,16253.07,5.39,16217.23,EUR,Joseph Group,pending
po_3422356,REF-218083,2026-02-04T00:00:00Z,17117.8,13.31,17109.6,USD,Hunt PLC,settled
po_9219381,REF-388426,2026-03-28T00:00:00Z,24456.78,6.2,24431.82,EUR,Garcia Ltd,settled
po_8939548,REF-581031,2026-04-05T00:00:00Z,11642.47,11.06,11602.97,USD,"Pena, Jones and Sanchez",processing
po_7452209,REF-599997,2026-04-17T00:00:00Z,11259.06,19.02,11247.34,GBP,Jones-Graham,pending
po_9890570,REF-790271,2026-02-03T00:00:00Z,13108.83,12.92,13062.66,GBP,"Evans, Conway and Hall",settled
po_4346496,REF-695539,2026-02-22T00:00:00Z,8233.039999999999,13.73,8201.23,GBP,Griffin Inc,failed
po_2279569,REF-999464,2026-01-05T00:00:00Z,15630.93,18.02,15624.87,USD,"Martinez, Joseph and Simmons",pending
po_2624977,REF-176130,2026-04-04T00:00:00Z,5146.65,1.22,5143.86,EUR,Shaw-Decker,processing
po_1106646,REF-457369,2026-01-11T00:00:00Z,16130.8,10.3,16084.41,EUR,Kirk-Morales,pending
po_1358384,REF-703638,2026-01-29T00:00:00Z,2558.54,4.66,2524.84,GBP,"Clarke, Johnson and Watson",pending
po_7151238,REF-239070,2026-01-25T00:00:00Z,18349.42,17.72,18317.69,USD,Kirk-Morales,failed
po_2228310,REF-496452,2026-03-01T00:00:00Z,3877.92,3.06,3869.39,USD,Mcdowell-Watts,pending
po_8533952,REF-810034,2026-04-23T00:00:00Z,6693.67,12.61,6671.85,GBP,Edwards-Boyd,processing
po_4854361,REF-525529,2026-01-25T00:00:00Z,15203.99,11.14,15166.88,GBP,Holmes and Sons,settled
po_5051609,REF-643114,2026-01-06T00:00:00Z,22763.0,2.59,22735.59,GBP,Ramsey-Caldwell,settled
po_8082038,REF-614335,2026-02-23T00:00:00Z,13770.289999999999,11.39,13733.96,USD,Mckinney-Cooper,failed
po_2386345,REF-902663,2026-01-04T00:00:00Z,24853.69,10.13,24818.98,EUR,"Savage, Garcia and Robinson",settled
po_3482081,REF-257050,2026-04-02T00:00:00Z,1485.18,11.95,1454.76,GBP,Thornton and Sons,processing
po_5383639,REF-926602,2026-03-20T00:00:00Z,3830.07,8.18,3785.67,EUR,Colon Group,failed
po_3856080,REF-228914,2026-03-13T00:00:00Z,13302.099999999999,8.13,13262.63,EUR,"Lewis, Joyce and Robertson",settled
po_3110014,REF-352067,2026-01-26T00:00:00Z,15638.96,6.09,15634.8,USD,Lewis-Robinson,settled
po_9651395,REF-682791,2026-04-23T00:00:00Z,6349.56,14.65,6339.06,GBP,"Pineda, Travis and Jones",pending
po_7839084,REF-168713,2026-03-27T00:00:00Z,10023.31,1.39,10007.73,USD,"Frey, Mcgee and Bailey",processing
po_3628520,REF-324263,2026-02-24T00:00:00Z,9240.589999999998,15.26,9222.21,GBP,"Waller, Bass and Mitchell",failed
po_7898650,REF-669868,2026-02-12T00:00:00Z,4724.870000000001,17.4,4685.06,USD,Shaw-Stuart,settled
po_1965082,REF-287123,2026-03-07T00:00:00Z,9274.75,6.54,9225.09,GBP,Colon Group,pending
po_2586703,REF-651773,2026-04-16T00:00:00Z,24279.899999999998,9.64,24244.05,EUR,Maxwell-Shepherd,processing
po_7822403,REF-722138,2026-01-30T00:00:00Z,13663.73,14.74,13620.84,GBP,Mullins-Cabrera,settled
po_1493220,REF-584141,2026-01-12T00:00:00Z,18995.72,7.36,18966.0,EUR,"Collins, Gardner and Shaw",processing
po_1051574,REF-821836,2026-01-31T00:00:00Z,20988.21,13.92,20943.98,GBP,Green Ltd,processing
po_7660590,REF-733016,2026-02-08T00:00:00Z,3396.77,7.52,3369.81,USD,"Hernandez, Greer and Jackson",settled
po_5280661,REF-326057,2026-04-30T00:00:00Z,4934.54,14.21,4887.78,GBP,Mata Inc,failed
po_8155750,REF-122286,2026-03-21T00:00:00Z,23557.420000000002,1.34,23518.18,USD,Johnson-Ruiz,settled
po_2676811,REF-517155,2026-02-18T00:00:00Z,13066.1,15.58,13018.41,USD,Smith-Ortiz,failed
po_4537620,REF-292312,2026-03-11T00:00:00Z,1374.21,16.8,1325.0,EUR,Jones-Fuentes,failed
po_7835998,REF-932371,2025-12-31T00:00:00Z,2921.0800000000004,5.44,2917.82,EUR,Griffin Inc,failed
po_1264631,REF-824679,2026-02-26T00:00:00Z,1394.69,9.61,1358.67,GBP,Goodwin-Martinez,failed
po_2504155,REF-756369,2026-03-20T00:00:00Z,10130.88,6.62,10086.31,GBP,Brown Ltd,failed
po_4103023,REF-122306,2026-02-06T00:00:00Z,3736.74,16.33,3694.62,GBP,"Nelson, Bowers and Cooper",pending
po_8007904,REF-687043,2026-03-13T00:00:00Z,19460.95,1.58,19412.31,EUR,"Graham, Garrett and Caldwell",processing
po_5776497,REF-736203,2026-03-07T00:00:00Z,7796.38,18.05,7754.81,GBP,Hunt-Whitney,processing
po_8283754,REF-555237,2026-03-19T00:00:00Z,24573.8,2.78,24540.41,GBP,Coffey-Howell,processing
po_6651446,REF-689083,2026-01-01T00:00:00Z,10236.990000000002,15.26,10187.95,USD,"Ramirez, Hernandez and Fox",failed
po_1016411,REF-934963,2026-03-16T00:00:00Z,9983.119999999999,17.19,9981.8,USD,Esparza-Carroll,processing
po_1803899,REF-900329,2026-04-16T00:00:00Z,1635.8799999999999,8.13,1588.56,USD,"Miller, Anderson and Padilla",settled
po_3410015,REF-873566,2026-04-19T00:00:00Z,2029.07,8.0,2025.61,GBP,Gonzalez-Pennington,failed
po_3301718,REF-270196,2026-02-19T00:00:00Z,11048.099999999999,11.55,11030.22,GBP,"Molina, Wells and Bright",settled
po_2126725,REF-150011,2026-04-28T00:00:00Z,18180.120000000003,4.77,18131.58,EUR,Arnold-Beck,processing
po_2705514,REF-279567,2026-04-01T00:00:00Z,23860.829999999998,4.1,23855.98,EUR,Robinson Group,processing
po_6152253,REF-590448,2026-01-16T00:00:00Z,5982.35,1.93,5968.38,GBP,Washington-West,pending
po_7683364,REF-145090,2026-03-06T00:00:00Z,1242.5,3.06,1218.45,EUR,Bowman LLC,pending
po_3879299,REF-114694,2026-01-09T00:00:00Z,16719.28,7.46,16690.23,USD,"Russell, Scott and Ramsey",processing
po_1384511,REF-962500,2026-04-21T00:00:00Z,5890.92,14.35,5865.77,EUR,Ford Ltd,processing
po_2415200,REF-620580,2026-02-20T00:00:00Z,11386.29,4.25,11353.0,GBP,Roach and Sons,pending
po_2222424,REF-791593,2026-03-27T00:00:00Z,16881.85,15.63,16855.23,USD,"Garner, Lawson and Richard",pending
po_1271225,REF-723033,2026-04-06T00:00:00Z,8249.33,3.41,8201.63,EUR,Reed PLC,settled
po_6001913,REF-982653,2026-03-25T00:00:00Z,23830.45,7.42,23786.21,GBP,Nguyen-Roberts,settled
po_7551438,REF-580127,2026-03-05T00:00:00Z,8710.21,11.25,8685.81,GBP,Prince-Martinez,pending
po_9486008,REF-758315,2026-04-02T00:00:00Z,6915.99,17.06,6890.63,USD,Cooper Ltd,pending
po_1870268,REF-774554,2026-04-11T00:00:00Z,12395.41,17.78,12360.33,GBP,"Bates, Diaz and Lowe",failed
po_5501703,REF-578816,2026-03-28T00:00:00Z,9552.269999999999,18.75,9538.96,GBP,"Davis, Kim and Ingram",processing
po_4264306,REF-769307,2026-01-23T00:00:00Z,4950.54,18.13,4922.78,EUR,Bowman LLC,settled
po_7772146,REF-658933,2026-01-23T00:00:00Z,6584.049999999999,5.21,6536.69,GBP,Thompson-Washington,pending
po_1262268,REF-845134,2026-03-12T00:00:00Z,2608.84,15.36,2577.96,GBP,Kelly-Murphy,failed
po_4959725,REF-808236,2026-04-22T00:00:00Z,229.06,1.72,214.87,EUR,Barrera Group,failed
po_4995474,REF-442640,2026-01-13T00:00:00Z,2268.12,9.5,2227.98,EUR,Allen-Taylor,failed
po_3208458,REF-907151,2026-02-05T00:00:00Z,23857.58,1.13,23819.45,USD,Gallegos-Stewart,failed
po_5689870,REF-948400,2026-03-12T00:00:00Z,10085.42,4.18,10069.79,USD,"Davis, Kim and Ingram",processing
po_3982571,REF-762880,2026-03-10T00:00:00Z,24604.87,6.79,24579.27,GBP,Robbins LLC,settled
po_4966490,REF-992351,2026-04-29T00:00:00Z,24642.45,17.67,24635.02,USD,Ramsey-Caldwell,settled
po_9720948,REF-603871,2026-02-12T00:00:00Z,1781.04,8.28,1754.33,USD,"Fox, Hernandez and Ryan",processing
po_9821924,REF-406884,2026-04-02T00:00:00Z,10602.93,16.46,10591.23,GBP,Rhodes Ltd,settled
po_7968718,REF-250169,2026-03-18T00:00:00Z,20926.420000000002,4.04,20912.56,USD,Walters PLC,processing
po_5456537,REF-191322,2026-03-31T00:00:00Z,19203.91,8.2,19179.2,EUR,Garcia Ltd,settled
po_3945223,REF-789625,2026-02-17T00:00:00Z,12789.53,14.06,12785.43,GBP,Allen-Taylor,pending
po_8165549,REF-978560,2026-01-23T00:00:00Z,23186.899999999998,13.49,23146.73,GBP,"Clarke, Johnson and Watson",settled
po_8010785,REF-274654,2026-04-24T00:00:00Z,13846.57,14.77,13839.58,USD,Lane-Hines,processing
po_8496508,REF-120510,2026-01-31T00:00:00Z,5521.76,17.11,5491.18,EUR,Zimmerman and Sons,processing
po_3319875,REF-358462,2026-02-11T00:00:00Z,11046.94,11.61,11017.54,USD,Nguyen-White,pending
po_9203143,REF-482003,2026-04-11T00:00:00Z,20343.43,18.85,20312.71,USD,Thompson-Campbell,processing
po_4388917,REF-639318,2026-03-26T00:00:00Z,8750.94,19.58,8749.09,USD,Brown-Huynh,pending
po_6842624,REF-582570,2026-01-14T00:00:00Z,20404.99,2.76,20371.45,GBP,Jimenez-Bradley,pending
po_3546569,REF-535771,2026-03-14T00:00:00Z,1447.46,3.99,1440.8,USD,Dickson-Padilla,processing
po_6753560,REF-218184,2026-01-14T00:00:00Z,1394.67,18.59,1361.25,GBP,"Best, Simon and Turner",processing
po_9740807,REF-407874,2026-01-04T00:00:00Z,23145.02,15.52,23138.94,GBP,Wright Group,failed
po_7301135,REF-650309,2026-03-21T00:00:00Z,7136.46,16.96,7129.15,GBP,Spears-Beck,pending
